metal_dark.png	100	100
0	350	blo	1	1.0	0
50	350	blo	1	1.0	0
100	350	blo	1	1.0	0
150	350	blo	1	1.0	0
200	350	blo	1	1.0	0
250	350	blo	1	1.0	0
300	350	blo	1	1.0	0
350	350	blo	1	1.0	0
400	350	blo	1	1.0	0
450	350	blo	1	1.0	0
500	350	blo	1	1.0	0
1152	384	water	1	1.0	2
576	384	water	1	1.0	2
600	350	blo	1	1.0	0
550	350	blo	1	1.0	0
650	350	blo	1	1.0	0
700	350	blo	1	1.0	0
750	350	blo	1	1.0	0
800	350	blo	1	1.0	0
850	350	blo	1	1.0	0
900	350	blo	1	1.0	0
950	350	blo	1	1.0	0
1000	350	blo	1	1.0	0
1050	350	blo	1	1.0	0
1100	350	blo	1	1.0	0
1150	350	blo	1	1.0	0
1700	350	blo	1	1.0	0
1450	50	blo	1	1.0	0
1400	50	blo	1	1.0	0
2050	250	blo	1	1.0	0
1950	0	blo	1	1.0	0
2250	400	blo	1	1.0	0
2300	400	blo	1	1.0	0
2250	50	blo	1	1.0	0
2300	50	blo	1	1.0	0
2350	50	blo	1	1.0	0
2400	50	blo	1	1.0	0
2450	50	blo	1	1.0	0
2500	50	blo	1	1.0	0
2550	50	blo	1	1.0	0
2650	50	blo	1	1.0	0
2600	50	blo	1	1.0	0
2650	100	blo	1	1.0	0
2650	150	blo	1	1.0	0
2650	200	blo	1	1.0	0
2650	250	blo	1	1.0	0
2300	450	blo	1	1.0	0
2300	500	blo	1	1.0	0
2300	550	blo	1	1.0	0
2300	600	blo	1	1.0	0
2300	650	blo	1	1.0	0
2300	700	blo	1	1.0	0
2300	750	blo	1	1.0	0
2300	800	blo	1	1.0	0
2300	850	blo	1	1.0	0
2350	850	blo	1	1.0	0
2400	850	blo	1	1.0	0
2450	850	blo	1	1.0	0
2500	850	blo	1	1.0	0
2550	850	blo	1	1.0	0
2650	300	blo	1	1.0	0
2650	350	blo	1	1.0	0
2650	400	blo	1	1.0	0
2650	500	blo	1	1.0	0
2650	450	blo	1	1.0	0
2700	500	blo	1	1.0	0
2750	500	blo	1	1.0	0
2800	500	blo	1	1.0	0
2850	500	blo	1	1.0	0
2900	500	blo	1	1.0	0
2950	500	blo	1	1.0	0
2600	850	blo	1	1.0	0
2650	850	blo	1	1.0	0
2750	850	blo	1	1.0	0
2800	850	blo	1	1.0	0
2850	850	blo	1	1.0	0
2900	850	blo	1	1.0	0
2700	850	blo	1	1.0	0
2950	850	blo	1	1.0	0
3000	500	blo	1	1.0	0
3050	500	blo	1	1.0	0
3050	550	blo	1	1.0	0
3050	600	blo	1	1.0	0
3100	500	blo	1	1.0	0
3150	500	blo	1	1.0	0
3200	500	blo	1	1.0	0
3000	850	blo	1	1.0	0
3050	850	blo	1	1.0	0
3100	850	blo	1	1.0	0
3150	850	blo	1	1.0	0
3200	850	blo	1	1.0	0
3250	850	blo	1	1.0	0
3250	500	blo	1	1.0	0
3300	500	blo	1	1.0	0
3350	500	blo	1	1.0	0
3300	850	blo	1	1.0	0
3350	850	blo	1	1.0	0
3400	850	blo	1	1.0	0
3400	500	blo	1	1.0	0
3450	500	blo	1	1.0	0
3392	800	doors	1	1.0	4
2912	704	gold	1	1.0	1
2880	704	gold	1	1.0	1
2848	704	gold	1	1.0	1
2816	704	gold	1	1.0	1
2432	448	gold	1	1.0	1
2432	480	gold	1	1.0	1
2432	512	gold	1	1.0	1
2624	576	gold	1	1.0	1
2656	576	gold	1	1.0	1
1408	0	diamond	1	1.0	1
1440	0	diamond	1	1.0	1
1472	0	diamond	1	1.0	1
2050	600	blo	1	1.0	0
2100	600	blo	1	1.0	0
1000	1100	blo	1	1.0	0
1050	1100	blo	1	1.0	0
1400	950	blo	1	1.0	0
1700	800	blo	1	1.0	0
2000	650	blo	1	1.0	0
1950	700	blo	1	1.0	0
864	1280	key	1	1.0	3
1696	320	diamond	1	1.0	1
