metal_dark.png	150	150
50	50	blo	1	1.0	0
100	50	blo	1	1.0	0
150	50	blo	1	1.0	0
200	50	blo	1	1.0	0
250	50	blo	1	1.0	0
300	50	blo	1	1.0	0
350	50	blo	1	1.0	0
350	100	blo	1	1.0	0
350	150	blo	1	1.0	0
350	200	blo	1	1.0	0
350	250	blo	1	1.0	0
50	100	blo	1	1.0	0
50	150	blo	1	1.0	0
50	200	blo	1	1.0	0
50	250	blo	1	1.0	0
100	250	blo	1	1.0	0
150	250	blo	1	1.0	0
100	300	blo	1	1.0	0
100	350	blo	1	1.0	0
100	400	blo	1	1.0	0
100	450	blo	1	1.0	0
100	500	blo	1	1.0	0
150	500	blo	1	1.0	0
200	500	blo	1	1.0	0
250	500	blo	1	1.0	0
300	500	blo	1	1.0	0
400	250	blo	1	1.0	0
450	250	blo	1	1.0	0
350	500	skull	1	1.0	2
400	500	skull	1	1.0	2
450	500	skull	1	1.0	2
500	250	spk	1	1.0	5
550	250	spk	1	1.0	5
600	250	blo	1	1.0	0
650	250	blo	1	1.0	0
650	300	blo	1	1.0	0
700	300	blo	1	1.0	0
750	350	blo	1	1.0	0
500	500	blo	1	1.0	0
550	500	blo	1	1.0	0
600	550	blo	1	1.0	0
600	600	blo	1	1.0	0
600	650	blo	1	1.0	0
600	700	blo	1	1.0	0
650	700	blo	1	1.0	0
700	700	blo	1	1.0	0
750	700	blo	1	1.0	0
800	700	blo	1	1.0	0
900	400	blo	1	1.0	0
900	350	blo	1	1.0	0
950	350	blo	1	1.0	0
950	400	blo	1	1.0	0
352	384	gold	1	1.0	1
384	416	gold	1	1.0	1
416	416	gold	1	1.0	1
448	384	gold	1	1.0	1
704	480	gold	1	1.0	1
736	512	gold	1	1.0	1
768	544	gold	1	1.0	1
928	288	diamond	1	1.0	1
960	288	diamond	1	1.0	1
960	256	diamond	1	1.0	1
928	256	diamond	1	1.0	1
500	0	blo	1	1.0	0
550	0	blo	1	1.0	0
448	160	diamond	1	1.0	1
480	160	diamond	1	1.0	1
576	160	diamond	1	1.0	1
608	160	diamond	1	1.0	1
100	550	blo	1	1.0	0
100	600	blo	1	1.0	0
100	650	blo	1	1.0	0
100	700	blo	1	1.0	0
100	750	blo	1	1.0	0
150	800	blo	1	1.0	0
200	800	blo	1	1.0	0
250	850	blo	1	1.0	0
300	850	blo	1	1.0	0
350	850	blo	1	1.0	0
150	650	blo	1	1.0	0
200	650	blo	1	1.0	0
250	650	blo	1	1.0	0
160	608	doors	1	1.0	4
1000	400	spk	1	1.0	5
500	550	blo	1	1.0	0
550	550	blo	1	1.0	0
550	600	blo	1	1.0	0
550	650	blo	1	1.0	0
1050	400	blo	1	1.0	0
1100	400	blo	1	1.0	0
1150	400	blo	1	1.0	0
1150	350	blo	1	1.0	0
1100	350	blo	1	1.0	0
1100	300	blo	1	1.0	0
1150	300	blo	1	1.0	0
1100	250	blo	1	1.0	0
1100	200	blo	1	1.0	0
1100	150	blo	1	1.0	0
1100	100	blo	1	1.0	0
1100	50	blo	1	1.0	0
1100	0	blo	1	1.0	0
1150	0	blo	1	1.0	0
1150	50	blo	1	1.0	0
1150	100	blo	1	1.0	0
1150	150	blo	1	1.0	0
1150	200	blo	1	1.0	0
1150	250	blo	1	1.0	0
1200	100	blo	1	1.0	0
1450	400	blo	1	1.0	0
1440	352	gold	1	1.0	1
1472	352	gold	1	1.0	1
960	576	gold	1	1.0	1
992	576	gold	1	1.0	1
1024	576	gold	1	1.0	1
1056	576	gold	1	1.0	1
1088	576	gold	1	1.0	1
1120	576	gold	1	1.0	1
1120	544	gold	1	1.0	1
1088	512	gold	1	1.0	1
1120	608	gold	1	1.0	1
1088	640	gold	1	1.0	1
960	736	gold	1	1.0	1
928	768	gold	1	1.0	1
896	800	gold	1	1.0	1
864	832	gold	1	1.0	1
864	800	gold	1	1.0	1
896	832	gold	1	1.0	1
864	768	gold	1	1.0	1
928	832	gold	1	1.0	1
992	704	gold	1	1.0	1
0	1200	water	1	1.0	2
576	1200	water	1	1.0	2
1152	1200	water	1	1.0	2
1728	1200	water	1	1.0	2
2304	1200	water	1	1.0	2
1248	64	key	1	1.0	3
1600	0	spk	1	1.0	5
1550	0	blo	1	1.0	0
1250	150	blo	1	1.0	0
1300	150	blo	1	1.0	0
352	800	gold	1	1.0	1
320	800	gold	1	1.0	1
288	800	gold	1	1.0	1
160	736	gold	1	1.0	1
192	736	gold	1	1.0	1
192	768	gold	1	1.0	1
160	768	gold	1	1.0	1
416	576	diamond	1	1.0	1
384	576	diamond	1	1.0	1
1900	0	blo	1	1.0	0
1950	0	blo	1	1.0	0
1950	50	blo	1	1.0	0
1950	100	blo	1	1.0	0
1950	150	blo	1	1.0	0
1950	200	blo	1	1.0	0
1950	250	blo	1	1.0	0
1950	300	blo	1	1.0	0
1950	350	blo	1	1.0	0
1950	400	blo	1	1.0	0
1950	450	blo	1	1.0	0
1950	500	blo	1	1.0	0
1950	550	blo	1	1.0	0
1950	600	blo	1	1.0	0
1950	650	blo	1	1.0	0
1950	700	blo	1	1.0	0
1950	750	blo	1	1.0	0
1950	800	blo	1	1.0	0
1950	850	blo	1	1.0	0
1950	900	blo	1	1.0	0
1950	950	blo	1	1.0	0
1950	1000	blo	1	1.0	0
1950	1050	blo	1	1.0	0
1950	1100	blo	1	1.0	0
1950	1150	blo	1	1.0	0
1850	0	blo	1	1.0	0
1900	200	blo	1	1.0	0
1850	200	blo	1	1.0	0
1888	160	diamond	1	1.0	1
1888	128	diamond	1	1.0	1
1920	128	diamond	1	1.0	1
1920	160	diamond	1	1.0	1
512	1088	gold	1	1.0	1
480	1120	gold	1	1.0	1
448	1152	gold	1	1.0	1
448	1088	gold	1	1.0	1
512	1152	gold	1	1.0	1
850	0	blo	1	1.0	0
800	0	blo	1	1.0	0
256	192	gold	1	1.0	1
256	224	gold	1	1.0	1
256	256	gold	1	1.0	1
256	288	gold	1	1.0	1
288	256	gold	1	1.0	1
224	256	gold	1	1.0	1
