metal_dark.png 150 100
0	50	blo	1	1.0	0
0	0	blo	1	1.0	0
0	100	blo	1	1.0	0
0	150	blo	1	1.0	0
0	200	blo	1	1.0	0
0	250	blo	1	1.0	0
0	300	blo	1	1.0	0
0	350	blo	1	1.0	0
0	400	blo	1	1.0	0
0	450	blo	1	1.0	0
50	450	blo	1	1.0	0
100	450	blo	1	1.0	0
150	450	blo	1	1.0	0
200	450	blo	1	1.0	0
250	450	blo	1	1.0	0
300	450	blo	1	1.0	0
350	450	blo	1	1.0	0
400	450	blo	1	1.0	0
400	400	blo	1	1.0	0
400	350	blo	1	1.0	0
400	300	blo	1	1.0	0
400	250	blo	1	1.0	0
400	200	blo	1	1.0	0
400	150	blo	1	1.0	0
400	100	blo	1	1.0	0
400	50	blo	1	1.0	0
400	0	blo	1	1.0	0
